canal,url_canal,nome_video,url_video,data_visualizacao
Claudiney Junior,https://www.youtube.com/channel/UCvd776sDCbinC8ri4hS-vcA,Descomplicando Docker | #2 - O que é DockerClaudiney Junior23 de abr. de 2021 10:14:41 BRT,https://www.youtube.com/watch?v=RvZ86pUC4MM,2021-04-23 10:14:41
Curso em Vídeo,https://www.youtube.com/channel/UCrWvhVmt0Qac3HgsjQK62FQ,Instalando Linux Mint - Curso Linux #04Curso em Vídeo22 de abr. de 2021 15:29:19 BRT,https://www.youtube.com/watch?v=ZhLjvy23rrs,2021-04-22 15:29:19
AlgoRythmics,https://www.youtube.com/channel/UCIqiLefbVHsOAXDAxQJH7Xw,Quick-sort with Hungarian (Küküllőmenti legényes) folk danceAlgoRythmics22 de abr. de 2021 14:22:21 BRT,https://www.youtube.com/watch?v=ywWBy6J5gz8,2021-04-22 14:22:21
Drops Tech,https://www.youtube.com/channel/UC7SB4LkvABzIcd8d1BrqSUw,"Seu Linux Mint não inicia, entre em Modo de Segurança!Drops Tech21 de abr. de 2021 14:51:34 BRT",https://www.youtube.com/watch?v=OWdWGWj2zWc,2021-04-21 14:51:34
LINUXtips,https://www.youtube.com/channel/UCJnKVGmXRXrH49Tvrx5X0Sw,DESCOMPLICANDO O DOCKER V1 - 01 - O QUE É CONTAINER?LINUXtips20 de abr. de 2021 14:39:09 BRT,https://www.youtube.com/watch?v=QFuOggpDAOw,2021-04-20 14:39:09
Claudiney Junior,https://www.youtube.com/channel/UCvd776sDCbinC8ri4hS-vcA,Descomplicando Docker | #1: Instalando Docker no LinuxClaudiney Junior20 de abr. de 2021 13:34:09 BRT,https://www.youtube.com/watch?v=2T3itw-2xkg,2021-04-20 13:34:09
zer01ti,https://www.youtube.com/channel/UC-As6gR1nl8nxcyJck20u3w,INSTALANDO o Linux Mint 20 em DUALBOOT com o Windows 10zer01ti19 de abr. de 2021 23:53:31 BRT,https://www.youtube.com/watch?v=jg77APaMUlQ,2021-04-19 23:53:31
Curso em Vídeo,https://www.youtube.com/channel/UCrWvhVmt0Qac3HgsjQK62FQ,AVISO: problema ao instalar o Linux MintCurso em Vídeo19 de abr. de 2021 23:51:31 BRT,https://www.youtube.com/watch?v=lYanLqiuVR0,2021-04-19 23:51:31
Curso em Vídeo,https://www.youtube.com/channel/UCrWvhVmt0Qac3HgsjQK62FQ,Instalando Linux Mint - Curso Linux #04Curso em Vídeo19 de abr. de 2021 23:32:54 BRT,https://www.youtube.com/watch?v=ZhLjvy23rrs,2021-04-19 23:32:54
Diolinux,https://www.youtube.com/channel/UCEf5U1dB5a2e2S-XUlnhxSA,"O QUE SÃO PARTIÇÕES? - PRIMÁRIAS, LÓGICAS e ESTENDIDAS (MBR/GPT)Diolinux19 de abr. de 2021 23:25:56 BRT",https://www.youtube.com/watch?v=Vd-CEeoonIM,2021-04-19 23:25:56
marcossonotec,https://www.youtube.com/channel/UCLwr7Tkld8zAm8YFYbDtt9Q,🔴 Como resolver o error no such partition grub rescue 2017marcossonotec19 de abr. de 2021 13:05:34 BRT,https://www.youtube.com/watch?v=Q55LHqKBXnc,2021-04-19 13:05:34
Filipe Deschamps,https://www.youtube.com/channel/UCU5JicSrEM5A63jkJ2QvGYw,Descobri Como Consertar o Meu Maior ProblemaFilipe Deschamps19 de abr. de 2021 12:18:49 BRT,https://www.youtube.com/watch?v=rHANBi7E2cI,2021-04-19 12:18:49
De tUdo MúSiCa #Música,https://www.youtube.com/channel/UCyewSoXVrZTGsQkoOCBKPZQ,Error: unknown file system. Grub rescue  (como resolve. Como entrar)De tUdo MúSiCa #Música19 de abr. de 2021 12:01:18 BRT,https://www.youtube.com/watch?v=SpsK_Rpgo0s,2021-04-19 12:01:18
Ksk Royal,https://www.youtube.com/channel/UCmCOfHxrryLPtOlMfdayJmw,How to Dual Boot POP OS 20.04 LTS and Windows 10 [ 2021 ]Ksk Royal19 de abr. de 2021 10:52:20 BRT,https://www.youtube.com/watch?v=hbzCSjlbInY,2021-04-19 10:52:20
Diolinux,https://www.youtube.com/channel/UCEf5U1dB5a2e2S-XUlnhxSA,A System76 está aprontando alguma... Pop!_OS 21.04Diolinux19 de abr. de 2021 10:04:19 BRT,https://www.youtube.com/watch?v=1AbPgNajQyc,2021-04-19 10:04:19
Diolinux,https://www.youtube.com/channel/UCEf5U1dB5a2e2S-XUlnhxSA,Como fazer DUAL BOOT com Windows 10 e Linux - Tutorial FÁCIL - 2021Diolinux19 de abr. de 2021 09:36:50 BRT,https://www.youtube.com/watch?v=6D6L9Wml1oY,2021-04-19 09:36:50
Sir Rob Linux Brasil,https://www.youtube.com/channel/UC5C1tn64KH5bd8Aead5-W3g,"Como recuperar boot do linux (grub) após reinstalação do windows 10 , 7, 8 etcSir Rob Linux Brasil18 de abr. de 2021 14:14:33 BRT",https://www.youtube.com/watch?v=p5jDKkPznPY,2021-04-18 14:14:33
Diolinux,https://www.youtube.com/channel/UCEf5U1dB5a2e2S-XUlnhxSA,Como fazer DUAL BOOT com Windows 10 e Linux - Tutorial FÁCIL - 2021Diolinux18 de abr. de 2021 14:14:29 BRT,https://www.youtube.com/watch?v=6D6L9Wml1oY,2021-04-18 14:14:29
Código Fonte TV,https://www.youtube.com/channel/UCFuIUoyHB12qpYa8Jpxoxow,TensorFlow (A Plataforma de Machine Learning da Google) // Dicionário do ProgramadorCódigo Fonte TV18 de abr. de 2021 01:13:37 BRT,https://www.youtube.com/watch?v=2eYLt1NA4Ss,2021-04-18 01:13:37
TEDx Talks,https://www.youtube.com/channel/UCsT0YIqwnpJCM-mx7-gSA4Q,Cura da Autoconfiança como forma de Combater a Violência | Ilka Saíde | TEDxMaputoWomenTEDx Talks18 de abr. de 2021 01:05:21 BRT,https://www.youtube.com/watch?v=jmPl1zH6U3o,2021-04-18 01:05:21
TEDx Talks,https://www.youtube.com/channel/UCsT0YIqwnpJCM-mx7-gSA4Q,4 Lições Sobre Desenvolvimento em Ambientes de Mudança | Felipe Fróes | TEDxIbiturunaTEDx Talks18 de abr. de 2021 01:01:15 BRT,https://www.youtube.com/watch?v=myB1_n3mC-o,2021-04-18 01:01:15
Diolinux,https://www.youtube.com/channel/UCEf5U1dB5a2e2S-XUlnhxSA,Pop!_OS com interface Windows Like  (Dash to Panel + Arc Menu)Diolinux16 de abr. de 2021 23:24:30 BRT,https://www.youtube.com/watch?v=p84GMSAdEb8,2021-04-16 23:24:30
TicoFanLinux,https://www.youtube.com/channel/UCwSI4lYj_uZkK60EKb6BV_A,"Pop!_OS Instalação, Atualização e Instalação de programas.TicoFanLinux16 de abr. de 2021 22:29:18 BRT",https://www.youtube.com/watch?v=tYpH_pe-luU,2021-04-16 22:29:18
zer01ti,https://www.youtube.com/channel/UC-As6gR1nl8nxcyJck20u3w,Instalando o Pop!_OS em DUALBOOT com o Windows 10 (AVANÇADO)zer01ti16 de abr. de 2021 21:57:59 BRT,https://www.youtube.com/watch?v=W-Qi130ax08,2021-04-16 21:57:59
GABRIEL ANTÔNIO DE OLIVEIRA GOMIDES,https://www.youtube.com/channel/UCumLAddNZrskHFww876amsQ,Como criar partiçoes no ubuntu facil e rapidoGABRIEL ANTÔNIO DE OLIVEIRA GOMIDES16 de abr. de 2021 21:37:18 BRT,https://www.youtube.com/watch?v=yiNo_bTC7Ww,2021-04-16 21:37:18
Sprouts,https://www.youtube.com/channel/UC-RKpEc4eE9PwJaupN91xYQ,Experiential Learning: How We All Learn NaturallySprouts16 de abr. de 2021 12:41:53 BRT,https://www.youtube.com/watch?v=aF63HHVbpQ8,2021-04-16 12:41:53
Bruno Wanderley - TI com Acai,https://www.youtube.com/channel/UCkbCW0z049UVZ7j6u-vyw2A,Domínio de Colisão e Broadcast - Aula 20Bruno Wanderley - TI com Acai14 de abr. de 2021 12:02:16 BRT,https://www.youtube.com/watch?v=p6zupIrCqV8,2021-04-14 12:02:16
Cavalcante Treinamentos,https://www.youtube.com/channel/UCiAi1UAkIPuPxYfdUcWinaw,Me Explica - Domínio de colisãoCavalcante Treinamentos14 de abr. de 2021 11:51:18 BRT,https://www.youtube.com/watch?v=DcvVb4OveBo,2021-04-14 11:51:18
Bóson Treinamentos,https://www.youtube.com/channel/UCzOGJclZQvPVgYZIwERsf5g,Modelagem de Dados - Modelo Entidade-Relacionamento e Diagrama ERBóson Treinamentos14 de abr. de 2021 09:01:23 BRT,https://www.youtube.com/watch?v=W2Z1STnjNJo,2021-04-14 09:01:23
Código Fonte TV,https://www.youtube.com/channel/UCFuIUoyHB12qpYa8Jpxoxow,Quanto Ganham os Programadores? RESULTADO DA NOSSA PESQUISA SALARIAL // Vlog #148Código Fonte TV13 de abr. de 2021 10:13:44 BRT,https://www.youtube.com/watch?v=Dd-SW__yMgI,2021-04-13 10:13:44
Otávio Miranda,https://www.youtube.com/channel/UCORZcu08VQiRCKpVGHTWwAA,Ambiente virtual Python no Windows (usando venv e VS Code)Otávio Miranda5 de abr. de 2021 16:36:53 BRT,https://www.youtube.com/watch?v=m1TYpvIYm74,2021-04-05 16:36:53
Curso em Vídeo,https://www.youtube.com/channel/UCrWvhVmt0Qac3HgsjQK62FQ,Git Branches de forma fácil e com exemplo - Curso de Git e GitHubCurso em Vídeo4 de abr. de 2021 13:44:23 BRT,https://www.youtube.com/watch?v=xAOBQtSVI_k,2021-04-04 13:44:23
Otávio Miranda,https://www.youtube.com/channel/UCORZcu08VQiRCKpVGHTWwAA,Ambiente virtual Python no Windows (usando venv e VS Code)Otávio Miranda4 de abr. de 2021 13:43:36 BRT,https://www.youtube.com/watch?v=m1TYpvIYm74,2021-04-04 13:43:36
Programação Dinâmica,https://www.youtube.com/channel/UC70mr11REaCqgKke7DPJoLg,Criando AMBIENTES VIRTUAIS para PYTHONProgramação Dinâmica4 de abr. de 2021 13:42:12 BRT,https://www.youtube.com/watch?v=Yp9EWlKfyqc,2021-04-04 13:42:12
Eduardo Mendes,https://www.youtube.com/channel/UCAaKeg-BocRqphErdtIUFFw,Live de Python #22  Requests / Web scraping  #3Eduardo Mendes4 de abr. de 2021 13:34:20 BRT,https://www.youtube.com/watch?v=geGjMToK5u8,2021-04-04 13:34:20
Programação Dinâmica,https://www.youtube.com/channel/UC70mr11REaCqgKke7DPJoLg,Consumindo dados da API do YOUTUBE com Python | Python na Prática #11Programação Dinâmica4 de abr. de 2021 13:18:20 BRT,https://www.youtube.com/watch?v=olDCJ1w3FLM,2021-04-04 13:18:20
Solyd Offensive Security,https://www.youtube.com/channel/UC_d04_YVBL6kDiztglP82gw,Aula 12 - Requisições Web - Python Básico SolydSolyd Offensive Security2 de abr. de 2021 09:31:48 BRT,https://www.youtube.com/watch?v=2Co4cjPMTnk,2021-04-02 09:31:48
Victor Lima - Guia do Programador,https://www.youtube.com/channel/UC_issB-37g9lwfAA37fy2Tg,Arquitetura MVC - Aprenda Django #02Victor Lima - Guia do Programador2 de abr. de 2021 09:22:46 BRT,https://www.youtube.com/watch?v=ysHg8AVXNqE,2021-04-02 09:22:46
Otávio Miranda,https://www.youtube.com/channel/UCORZcu08VQiRCKpVGHTWwAA,"Como criar, ler e escrever arquivos com Python - Aula 33Otávio Miranda1 de abr. de 2021 21:44:41 BRT",https://www.youtube.com/watch?v=UCOJWSnKCT0,2021-04-01 21:44:41
Código Fonte TV,https://www.youtube.com/channel/UCFuIUoyHB12qpYa8Jpxoxow,JSON // Dicionário do ProgramadorCódigo Fonte TV31 de mar. de 2021 12:09:11 BRT,https://www.youtube.com/watch?v=P81dE-tkaaA,2021-03-31 12:09:11
Eduardo Mendes,https://www.youtube.com/channel/UCAaKeg-BocRqphErdtIUFFw,Live de Python #22  Requests / Web scraping  #3Eduardo Mendes31 de mar. de 2021 10:10:13 BRT,https://www.youtube.com/watch?v=geGjMToK5u8,2021-03-31 10:10:13
Programação Dinâmica,https://www.youtube.com/channel/UC70mr11REaCqgKke7DPJoLg,Como VENCER O BLOQUEIO na hora de ESTUDAR? A segunda coisa MAIS IMPORTANTE para APRENDER algo novoProgramação Dinâmica31 de mar. de 2021 09:08:48 BRT,https://www.youtube.com/watch?v=0pR36PKRS3U,2021-03-31 09:08:48
Programação Dinâmica,https://www.youtube.com/channel/UC70mr11REaCqgKke7DPJoLg,Consumindo dados da API do YOUTUBE com Python | Python na Prática #11Programação Dinâmica31 de mar. de 2021 08:56:32 BRT,https://www.youtube.com/watch?v=olDCJ1w3FLM,2021-03-31 08:56:32
Curso em Vídeo,https://www.youtube.com/channel/UCrWvhVmt0Qac3HgsjQK62FQ,Curso Python #08 - Utilizando MódulosCurso em Vídeo31 de mar. de 2021 08:45:38 BRT,https://www.youtube.com/watch?v=oOUyhGNib2Q,2021-03-31 08:45:38
TAWC! Tirinhas Animadas com Wilson Cardoso,https://www.youtube.com/channel/UC4Wo5OFQFVQzd2NJxBiaZIw,"W CINZA, UM SUPER-HERÓI / EPISÓDIO DE ESTREIATAWC! Tirinhas Animadas com Wilson Cardoso29 de mar. de 2021 12:33:40 BRT",https://www.youtube.com/watch?v=JD8NC-EDDbA,2021-03-29 12:33:40
BBC Earth,https://www.youtube.com/channel/UCwmZiChSryoWQCZMIQezgTg,Iguana vs Snakes | Planet Earth IIBBC Earth29 de mar. de 2021 11:38:02 BRT,https://www.youtube.com/watch?v=Rv9hn4IGofM,2021-03-29 11:38:02
TEDx Talks,https://www.youtube.com/channel/UCsT0YIqwnpJCM-mx7-gSA4Q,Sobre autoconhecimento e as nossas inteligências múltiplas | Bruna Lombardi | TEDxSaoPauloTEDx Talks29 de mar. de 2021 11:16:34 BRT,https://www.youtube.com/watch?v=EoYYDYec8WQ,2021-03-29 11:16:34
Câmera Ativa,https://www.youtube.com/channel/UCC18EBp35c_CamF4EENa0_A,Desinstalano Alarme Pósitron  Da Sua MotoCâmera Ativa28 de mar. de 2021 23:55:03 BRT,https://www.youtube.com/watch?v=MzV2KzWiOQU,2021-03-28 23:55:03
Tiago de Oliveira,https://www.youtube.com/channel/UCRGHPLzXKA80GkHwmxjEpbA,Como DESABILITAR/DESATIVAR o alarme Positron da motoTiago de Oliveira28 de mar. de 2021 23:31:44 BRT,https://www.youtube.com/watch?v=gm35ggOMexw,2021-03-28 23:31:44
Empresas Ta Fácil,https://www.youtube.com/channel/UCLLDyXxjQirNpMMIzgdkgdQ,Como desinstalar o alarme do carro.Empresas Ta Fácil28 de mar. de 2021 23:31:36 BRT,https://www.youtube.com/watch?v=6TybxIBXlTA,2021-03-28 23:31:36
Stage Car,https://www.youtube.com/channel/UCLmAIivOkkAOgoKMAnoT-ow,Como DESATIVAR  o alarme bloqueador do seu carro (passo a passo) FÁCILStage Car28 de mar. de 2021 23:31:22 BRT,https://www.youtube.com/watch?v=gslC2iF2m9I,2021-03-28 23:31:22
TEDx Talks,https://www.youtube.com/channel/UCsT0YIqwnpJCM-mx7-gSA4Q,Para Início de Conversa | Carolina Nalon | TEDxPedradoPenedoTEDx Talks28 de mar. de 2021 15:44:30 BRT,https://www.youtube.com/watch?v=3qzcPcQjbMI,2021-03-28 15:44:30
Programação Descomplicada Linguagem C,https://www.youtube.com/channel/UCUc6UwvpQfOLDE7e52-OCMw,Aula 28 - Lista com Nó DescritorProgramação Descomplicada Linguagem C28 de mar. de 2021 09:29:48 BRT,https://www.youtube.com/watch?v=2RHRjBcTy0A,2021-03-28 09:29:48
TEDx Talks,https://www.youtube.com/channel/UCsT0YIqwnpJCM-mx7-gSA4Q,Para Início de Conversa | Carolina Nalon | TEDxPedradoPenedoTEDx Talks27 de mar. de 2021 14:12:46 BRT,https://www.youtube.com/watch?v=3qzcPcQjbMI,2021-03-27 14:12:46
Ignorância Zero,https://www.youtube.com/channel/UCmjj41YfcaCpZIkU-oqVIIw,"Aulas Python - 062 - POO IV: Herança, Super e PolimorfismoIgnorância Zero26 de mar. de 2021 11:59:13 BRT",https://www.youtube.com/watch?v=Z2qAbhqNEXE,2021-03-26 11:59:13
TEDx Talks,https://www.youtube.com/channel/UCsT0YIqwnpJCM-mx7-gSA4Q,Para Início de Conversa | Carolina Nalon | TEDxPedradoPenedoTEDx Talks26 de mar. de 2021 11:40:57 BRT,https://www.youtube.com/watch?v=3qzcPcQjbMI,2021-03-26 11:40:57
TEDx Talks,https://www.youtube.com/channel/UCsT0YIqwnpJCM-mx7-gSA4Q,The Power of Mindfulness: What You Practice Grows Stronger | Shauna Shapiro | TEDxWashingtonSquareTEDx Talks26 de mar. de 2021 11:20:40 BRT,https://www.youtube.com/watch?v=IeblJdB2-Vo,2021-03-26 11:20:40
Curso em Vídeo,https://www.youtube.com/channel/UCrWvhVmt0Qac3HgsjQK62FQ,Curso Python #08 - Utilizando MódulosCurso em Vídeo26 de mar. de 2021 10:00:06 BRT,https://www.youtube.com/watch?v=oOUyhGNib2Q,2021-03-26 10:00:06
BBC Earth,https://www.youtube.com/channel/UCwmZiChSryoWQCZMIQezgTg,Iguana vs Snakes | Planet Earth IIBBC Earth24 de mar. de 2021 15:57:32 BRT,https://www.youtube.com/watch?v=Rv9hn4IGofM,2021-03-24 15:57:32
Código Fonte TV,https://www.youtube.com/channel/UCFuIUoyHB12qpYa8Jpxoxow,MVC // Dicionário do ProgramadorCódigo Fonte TV23 de mar. de 2021 15:01:46 BRT,https://www.youtube.com/watch?v=jyTNhT67ZyY,2021-03-23 15:01:46
Ignorância Zero,https://www.youtube.com/channel/UCmjj41YfcaCpZIkU-oqVIIw,"Aulas Python - 062 - POO IV: Herança, Super e PolimorfismoIgnorância Zero23 de mar. de 2021 14:24:17 BRT",https://www.youtube.com/watch?v=Z2qAbhqNEXE,2021-03-23 14:24:17
Alberto Tavares,https://www.youtube.com/channel/UCtU44tMq1MUAFakmRhZvn3Q,BD01   Modelo Entidade Relacionamento   parte 03Alberto Tavares23 de mar. de 2021 10:06:41 BRT,https://www.youtube.com/watch?v=oWnjUqEfz7M,2021-03-23 10:06:41
BBC Earth,https://www.youtube.com/channel/UCwmZiChSryoWQCZMIQezgTg,Iguana vs Snakes | Planet Earth IIBBC Earth22 de mar. de 2021 12:23:02 BRT,https://www.youtube.com/watch?v=Rv9hn4IGofM,2021-03-22 12:23:02
Programação Dinâmica,https://www.youtube.com/channel/UC70mr11REaCqgKke7DPJoLg,"O que é um Objeto, Atributo, Método e Mensagem | Orientação a Objetos #1Programação Dinâmica21 de mar. de 2021 11:42:11 BRT",https://www.youtube.com/watch?v=gJC02P6jkRM,2021-03-21 11:42:11
tvunicarioca,https://www.youtube.com/channel/UCJBO9WgO3nCzbCzjr_zZpfg,Aula Aberta | Desmistificando os Algoritmostvunicarioca20 de mar. de 2021 21:11:03 BRT,https://www.youtube.com/watch?v=H4a5bMMv_as,2021-03-20 21:11:03
Alberto Tavares,https://www.youtube.com/channel/UCtU44tMq1MUAFakmRhZvn3Q,BD01   Modelo Entidade Relacionamento   parte 02Alberto Tavares19 de mar. de 2021 21:50:54 BRT,https://www.youtube.com/watch?v=Ob6gWJogLXo,2021-03-19 21:50:54
Alberto Tavares,https://www.youtube.com/channel/UCtU44tMq1MUAFakmRhZvn3Q,BD01   Modelo Entidade Relacionamento   parte 01Alberto Tavares19 de mar. de 2021 21:49:53 BRT,https://www.youtube.com/watch?v=l20CRalUFfM,2021-03-19 21:49:53
TEDx Talks,https://www.youtube.com/channel/UCsT0YIqwnpJCM-mx7-gSA4Q,Sobre autoconhecimento e as nossas inteligências múltiplas | Bruna Lombardi | TEDxSaoPauloTEDx Talks19 de mar. de 2021 13:07:40 BRT,https://www.youtube.com/watch?v=EoYYDYec8WQ,2021-03-19 13:07:40
Eduardo Mendes,https://www.youtube.com/channel/UCAaKeg-BocRqphErdtIUFFw,Live de Python #61 - Programação orientada a objetos #1 - IntroduçãoEduardo Mendes18 de mar. de 2021 14:13:37 BRT,https://www.youtube.com/watch?v=BALM_oJcJL4,2021-03-18 14:13:37
Otávio Miranda,https://www.youtube.com/channel/UCORZcu08VQiRCKpVGHTWwAA,List Comprehension em Python - (Compreensão de lista) - Aula 23Otávio Miranda17 de mar. de 2021 12:26:21 BRT,https://www.youtube.com/watch?v=j7pe5x2apBs,2021-03-17 12:26:21
Otávio Miranda,https://www.youtube.com/channel/UCORZcu08VQiRCKpVGHTWwAA,List Comprehension em Python: tudo o que você precisa saberOtávio Miranda17 de mar. de 2021 11:08:59 BRT,https://www.youtube.com/watch?v=1YbTDczvqco,2021-03-17 11:08:59
Eduardo Mendes,https://www.youtube.com/channel/UCAaKeg-BocRqphErdtIUFFw,Live de Python #61 - Programação orientada a objetos #1 - IntroduçãoEduardo Mendes17 de mar. de 2021 10:10:06 BRT,https://www.youtube.com/watch?v=BALM_oJcJL4,2021-03-17 10:10:06
tvunicarioca,https://www.youtube.com/channel/UCJBO9WgO3nCzbCzjr_zZpfg,Aula Aberta | Desmistificando os Algoritmostvunicarioca16 de mar. de 2021 19:04:38 BRT,https://www.youtube.com/watch?v=H4a5bMMv_as,2021-03-16 19:04:38
Lucas Retondo,https://www.youtube.com/channel/UC_EhHpeLUBDnciABGOKr6mg,5 dicas para melhorar a sua automotivação e liderançaLucas Retondo15 de mar. de 2021 13:04:59 BRT,https://www.youtube.com/watch?v=t3mxXmQS75U,2021-03-15 13:04:59
eXcript,https://www.youtube.com/channel/UCRu4BNG9k_BRUu-aCYJsgHg,"Curso de Python - Aula 43 - Lista, Pilha, Array, Set - eXcripteXcript15 de mar. de 2021 12:00:23 BRT",https://www.youtube.com/watch?v=W0j2fcL2Qi4,2021-03-15 12:00:23
Alberto Tavares,https://www.youtube.com/channel/UCtU44tMq1MUAFakmRhZvn3Q,BD01   Modelo Entidade Relacionamento   parte 01Alberto Tavares12 de mar. de 2021 10:16:51 BRT,https://www.youtube.com/watch?v=l20CRalUFfM,2021-03-12 10:16:51
Alberto Tavares,https://www.youtube.com/channel/UCtU44tMq1MUAFakmRhZvn3Q,BD01   Modelo Entidade Relacionamento   parte 02Alberto Tavares12 de mar. de 2021 08:05:23 BRT,https://www.youtube.com/watch?v=Ob6gWJogLXo,2021-03-12 08:05:23
Programação Dinâmica,https://www.youtube.com/channel/UC70mr11REaCqgKke7DPJoLg,Filas | Estruturas de Dados #8Programação Dinâmica10 de mar. de 2021 13:00:38 BRT,https://www.youtube.com/watch?v=tiee9D54tE0,2021-03-10 13:00:38
The Gamer Inside Brasil,https://www.youtube.com/channel/UCtkkz6QhP9j4-AdXEF4G_Xg,Vagas de Emprego • Indústria Brasileira de Games • 1ª Semana de Março  2021The Gamer Inside Brasil8 de mar. de 2021 17:17:22 BRT,https://www.youtube.com/watch?v=QCPEvYxJkNA,2021-03-08 17:17:22
A pensar em...,https://www.youtube.com/channel/UC-0aSCoP_ioXtLEHGVNlTtw,Como utilizar o Google Classroom (para alunos)A pensar em...8 de mar. de 2021 12:22:38 BRT,https://www.youtube.com/watch?v=D5vi0BTwnFM,2021-03-08 12:22:38
Alberto Tavares,https://www.youtube.com/channel/UCtU44tMq1MUAFakmRhZvn3Q,BD01   Conceitos Básicos de Banco de Dados   parte 05Alberto Tavares8 de mar. de 2021 10:38:40 BRT,https://www.youtube.com/watch?v=97yyQ41khb8,2021-03-08 10:38:40
Alberto Tavares,https://www.youtube.com/channel/UCtU44tMq1MUAFakmRhZvn3Q,BD01   Conceitos Básicos de Banco de Dados   parte 04Alberto Tavares8 de mar. de 2021 10:16:46 BRT,https://www.youtube.com/watch?v=cKOKxxkIhks,2021-03-08 10:16:46
EconoMirna,https://www.youtube.com/channel/UCwLxXLLWEIJFHEeTMlYqHTA,Os 3 MELHORES FUNDOS IMOBILIÁRIOS (Fiis) para 2021!EconoMirna8 de mar. de 2021 09:58:22 BRT,https://www.youtube.com/watch?v=o8XjGtb8dO4,2021-03-08 09:58:22
Cisco,https://www.youtube.com/channel/UCEWiIE6Htd8mvlOR6YQez1g,Cisco Unified Communications Manager CloudCisco4 de mar. de 2021 10:22:39 BRT,https://www.youtube.com/watch?v=1sQIIA-L_nc,2021-03-04 10:22:39
Filipe Deschamps,https://www.youtube.com/channel/UCU5JicSrEM5A63jkJ2QvGYw,Exclusivo: iFood Revela Seus Segredos em Tecnologia (e as piores histórias de terror)Filipe Deschamps2 de mar. de 2021 00:42:28 BRT,https://www.youtube.com/watch?v=LJTlHkhM70s,2021-03-02 00:42:28
Gabriel Monteiro,https://www.youtube.com/channel/UCYCMK_puWK2V5AtdQNIOnhw,UNIVERSITÁRIOS ESQUERDISTAS PASSANDO VERGONHAGabriel Monteiro1 de mar. de 2021 23:14:44 BRT,https://www.youtube.com/watch?v=47YOJOW5J5s,2021-03-01 23:14:44
Gabriel Monteiro,https://www.youtube.com/channel/UCYCMK_puWK2V5AtdQNIOnhw,COVARDIA NO RAINBOW SIX!Gabriel Monteiro1 de mar. de 2021 23:14:00 BRT,https://www.youtube.com/watch?v=qMysJIUCQMY,2021-03-01 23:14:00
Otávio Miranda,https://www.youtube.com/channel/UCORZcu08VQiRCKpVGHTWwAA,"O que é if __name__ == ""__main__"" em PythonOtávio Miranda1 de mar. de 2021 11:12:33 BRT",https://www.youtube.com/watch?v=F2BC9fwm3tI,2021-03-01 11:12:33
iFood Universo,https://www.youtube.com/channel/UCrx0Esl8F250PsH1Lr3Rdzg,iFood Sem Fronteiras - #ElasEmTechiFood Universo27 de fev. de 2021 11:58:38 BRT,https://www.youtube.com/watch?v=94rwzowQKUs,2021-02-27 11:58:38
Curso em Vídeo,https://www.youtube.com/channel/UCrWvhVmt0Qac3HgsjQK62FQ,Guia da Linguagem Markdown - Curso de Git e GitHubCurso em Vídeo26 de fev. de 2021 14:10:43 BRT,https://www.youtube.com/watch?v=LntSB-gl-ZI,2021-02-26 14:10:43
Curso em Vídeo,https://www.youtube.com/channel/UCrWvhVmt0Qac3HgsjQK62FQ,O que é Git? O que é versionamento? - Curso de Git e GitHubCurso em Vídeo26 de fev. de 2021 14:10:17 BRT,https://www.youtube.com/watch?v=xEKo29OWILE,2021-02-26 14:10:17
TEDx Talks,https://www.youtube.com/channel/UCsT0YIqwnpJCM-mx7-gSA4Q,Para Início de Conversa | Carolina Nalon | TEDxPedradoPenedoTEDx Talks26 de fev. de 2021 11:10:59 BRT,https://www.youtube.com/watch?v=3qzcPcQjbMI,2021-02-26 11:10:59
Alberto Tavares,https://www.youtube.com/channel/UCtU44tMq1MUAFakmRhZvn3Q,BD01   Conceitos Básicos de Banco de Dados   parte 03Alberto Tavares26 de fev. de 2021 10:13:23 BRT,https://www.youtube.com/watch?v=OQykEIe0JjI,2021-02-26 10:13:23
PrimoCast,https://www.youtube.com/channel/UCfMA8s_QXPPcuOTjTDFb4vA,O que contar em uma ENTREVISTA DE EMPREGO? | PrimoCast Startups 03 - O Podcast do Primo RicoPrimoCast26 de fev. de 2021 09:27:13 BRT,https://www.youtube.com/watch?v=n70TXHDgsW4,2021-02-26 09:27:13
UNIVESP,https://www.youtube.com/channel/UCBL2tfrwhEhX52Dze_aO3zA,Engenharia de Software - Aula 13 - Projeto de arquitetura de software (parte 1)UNIVESP25 de fev. de 2021 13:29:15 BRT,https://www.youtube.com/watch?v=2R4l995J2Jw,2021-02-25 13:29:15
Willian Justen Cursos,https://www.youtube.com/channel/UCa12brLWzCqnxN0KOyjfmJQ,20. Criando um branch - Git e Github para IniciantesWillian Justen Cursos24 de fev. de 2021 11:33:26 BRT,https://www.youtube.com/watch?v=naNaoSIWsDA,2021-02-24 11:33:26
Ferretto Matemática,https://www.youtube.com/channel/UCW9_n8p_Byz-4k8wV1tnUBg,ADIÇÃO E SUBTRAÇÃO: Aprenda Matemática do Zero | Matemática Básica - Aula 1Ferretto Matemática23 de fev. de 2021 10:59:37 BRT,https://www.youtube.com/watch?v=e78_5WIssSU,2021-02-23 10:59:37
